,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,Previous Country,PrevCountryLat,PrevCountryLon,Previous Region,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk
3429,13599,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,85000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3430,13600,46,Yes,Unallocated,Unallocated,Yes,Female,Late Boomers,Non-Managerial,Non-Minority,172,70000,Full-Time,Regular,No,,,,,,,,,5,Support,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3431,13601,32,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,22,50000,Full-Time,Regular,No,,,,,,,,,5,Sales,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3432,13602,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,96,70000,Full-Time,Regular,No,,,,,,,,,5,Sales,4 - Expert / Manager,Project / Management,0 - No performance Measurement,EMEA,South Africa,-28.816623999999997,24.991639000000003,No,No,0 - Not available,No change,No change,No
3433,13603,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,36,40000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,APJ,Singapore,1.290475,103.852036,No,No,0 - Not available,No change,No change,No
3434,13604,32,Yes,Low,Low,Yes,Female,Generation Y,Non-Managerial,Non-Minority,72,50000,Full-Time,Temporary,Yes,,,,,,,,,5,Marketing,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,UK,54.702355000000004,-3.276575,Yes,No,0 - Not available,External Hire,External Hire,No
3435,13605,32,Yes,High,High,Yes,Male,Generation Y,Managerial,Non-Minority,148,120000,Full-Time,Regular,No,,,,,,,,,5,Marketing,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Saudi Arabia,25.624261999999998,42.352833000000004,No,No,0 - Not available,No change,No change,No
3436,13606,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,No,,,,,,,,,5,R&D,3 - Senior,Functional,3 - Meets Expectations,EMEA,France,46.603353999999996,1.888334,No,No,0 - Not available,No change,No change,No
3437,13608,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Full-Time,Temporary,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Ireland,52.865196,-7.97946,No,No,0 - Not available,No change,No change,No
3438,13609,32,Yes,Low,Low,Yes,Male,Generation Y,Non-Managerial,Minority,108,40000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,APJ,Australia,-24.776108999999998,134.755,No,No,0 - Not available,No change,No change,No
3439,13610,32,No,Low,High,No,Male,Generation Y,Non-Managerial,Non-Minority,11,70000,Full-Time,Regular,No,,,,,,,,,5,R&D,3 - Senior,Functional,0 - No performance Measurement,APJ,India,22.351115,78.667743,No,No,0 - Not available,No change,No change,No
3440,13611,46,No,Medium,Medium,Yes,Male,Late Boomers,Non-Managerial,Non-Minority,148,30000,Full-Time,Regular,No,,,,,,,,,5,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3441,13614,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Minority,2,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,4 - Expert / Manager,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,No,No,0 - Not available,External Hire,External Hire,No
3442,13615,32,No,Low,High,No,Male,Generation Y,Non-Managerial,Non-Minority,2,70000,Full-Time,Temporary,No,,,,,,,,,5,Support,3 - Senior,Functional,3 - Meets Expectations,APJ,India,22.351115,78.667743,Yes,No,0 - Not available,External Hire,External Hire,No
3443,13616,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,APJ,India,22.351115,78.667743,No,No,0 - Not available,No change,No change,No
3444,13618,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,APJ,Malaysia,2.392376,112.84719399999999,No,No,0 - Not available,No change,No change,No
3445,13619,32,Yes,High,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,R&D,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3446,13620,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,22,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,Americas,Argentina,-34.996496,-64.967282,No,No,0 - Not available,No change,No change,No
3447,13621,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,5,50000,Part-Time,Regular,No,,,,,,,,,5,Marketing,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,APJ,Singapore,1.290475,103.852036,Yes,No,0 - Not available,No change,No change,No
3448,13623,32,Yes,Medium,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,148,40000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Project / Management,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3449,13624,32,Yes,High,High,Yes,Male,Generation Y,Managerial,Non-Minority,2,120000,Full-Time,Regular,No,,,,,,,,,5,Marketing,5 - Senior Expert / Senior Manager,Project / Management,4 - Exceeds Expectations,APJ,Australia,-24.776108999999998,134.755,No,No,0 - Not available,No change,No change,No
3450,13626,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,15,85000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,3 - Meets Expectations,Americas,Mexico,19.432601000000002,-99.133342,No,No,0 - Not available,No change,No change,No
3451,13628,32,Yes,Low,Unallocated,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,50000,Full-Time,Temporary,Yes,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
3452,13630,32,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3453,13632,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,14,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3454,13633,46,Yes,Low,High,Yes,Male,Late Boomers,Non-Managerial,Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,R&D,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3455,13635,32,No,Low,High,No,Female,Generation Y,Non-Managerial,Non-Minority,11,70000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3456,13636,32,Yes,High,High,Yes,Male,Generation Y,Managerial,Non-Minority,48,120000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3457,13637,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3458,13638,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,14,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3459,13639,32,No,Unallocated,Unallocated,No,Male,Generation Y,Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3460,13640,32,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,22,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3461,13641,32,Yes,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,22,50000,Full-Time,Regular,No,,,,,,,,,5,Marketing,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3462,13642,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,36,40000,Full-Time,Regular,No,,,,,,,,,5,Marketing,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3463,13643,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,5,50000,Full-Time,Regular,No,,,,,,,,,5,Service,6 - Executive,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3464,13644,46,No,Low,Medium,No,Male,Late Boomers,Non-Managerial,Non-Minority,72,85000,Full-Time,Temporary,No,,,,,,,,,5,R&D,5 - Senior Expert / Senior Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
3465,13645,46,No,Medium,High,No,Female,Generation X,Non-Managerial,Non-Minority,2,120000,Full-Time,Regular,No,,,,,,,,,5,Service,4 - Expert / Manager,Project / Management,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
3471,13651,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,40000,Part-Time,Temporary,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3472,13652,32,No,Low,High,No,Female,Generation Y,Non-Managerial,Non-Minority,11,70000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3473,13654,32,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3474,13656,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,36,40000,Full-Time,Regular,No,,,,,,,,,5,Marketing,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3475,13657,32,No,Low,High,No,Female,Generation Y,Non-Managerial,Non-Minority,11,70000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3476,13658,32,No,Medium,Medium,No,Male,Generation Y,Non-Managerial,Non-Minority,148,29000,Full-Time,Regular,No,,,,,,,,,5,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3477,13659,32,No,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,96,50000,Full-Time,Regular,No,,,,,,,,,5,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3478,13660,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,5,50000,Full-Time,Regular,No,,,,,,,,,5,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3479,13661,46,No,Medium,Medium,No,Male,Late Boomers,Non-Managerial,Non-Minority,148,30000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3480,13662,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,36,40000,Full-Time,Regular,No,,,,,,,,,5,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3481,13663,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,,,,,,,,,5,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3482,13664,32,No,Medium,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,85000,Full-Time,Regular,No,,,,,,,,,5,Support,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3483,13665,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,5,50000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3484,13666,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3485,13667,32,No,Low,Low,No,Female,Generation Y,Non-Managerial,Non-Minority,96,70000,Full-Time,Regular,No,,,,,,,,,5,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3486,13668,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,72,50000,Full-Time,Temporary,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3487,13669,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,60,85000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3488,13671,32,Yes,Low,Medium,Yes,Female,Generation Y,Non-Managerial,Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3489,13672,46,No,Low,Medium,Yes,Male,Late Boomers,Non-Managerial,Non-Minority,120,70000,Full-Time,Regular,No,,,,,,,,,5,R&D,5 - Senior Expert / Senior Manager,Project / Management,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3490,13673,32,No,Medium,Medium,Yes,Female,Generation Y,Non-Managerial,Non-Minority,2,70000,Full-Time,Regular,No,,,,,,,,,5,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
3491,13674,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,48,50000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3492,13675,32,No,Low,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,96,50000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3493,13676,32,No,Low,Medium,No,Female,Generation Y,Non-Managerial,Non-Minority,60,50000,Full-Time,Regular,Yes,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3494,13677,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,14,50000,Full-Time,Temporary,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3495,13678,32,No,Unallocated,Unallocated,Yes,Female,Generation Y,Non-Managerial,Non-Minority,36,70000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3496,13679,32,Yes,High,High,Yes,Female,Generation Y,Non-Managerial,Non-Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3497,13681,32,No,Medium,High,No,Female,Generation Y,Non-Managerial,Non-Minority,2,85000,Full-Time,Temporary,No,,,,,,,,,5,Service,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3498,13683,46,Yes,Low,High,Yes,Male,Late Boomers,Non-Managerial,Minority,24,40000,Full-Time,Regular,No,,,,,,,,,5,R&D,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3499,13684,32,Yes,Low,Medium,Yes,Male,Generation Y,Non-Managerial,Non-Minority,2,50000,Full-Time,Temporary,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3500,13685,32,Yes,High,High,Yes,Male,Generation Y,Managerial,Non-Minority,148,120000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
3501,13686,32,No,Low,Low,No,Male,Generation Y,Non-Managerial,Non-Minority,108,30000,Full-Time,Regular,No,,,,,,,,,5,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
